kategorie,betrag_chf,periode,altersgruppe,datentyp
"5220.02: Zigarren, Zigarillos und andere Tabakwaren (inkl. Drogen)",2.1842743915956495,2006,Total,Altersklasse
53: Gast- und Beherbergungsstätten,523.2111986601212,2006,Total,Altersklasse
531: Gaststätten,463.08347849484016,2006,Total,Altersklasse
"5311: Restaurants, Cafés und Bars",362.54628703709085,2006,Total,Altersklasse
"5311.01: Mahlzeiten in Restaurants, Cafés und Bars",227.71725750092375,2006,Total,Altersklasse
"5311.02: Alkoholfreie Getränke in Restaurants, Cafés und Bars",69.39721859271692,2006,Total,Altersklasse
"5311.03: Alkoholische Getränke in Restaurants, Cafés und Bars",65.43181094345061,2006,Total,Altersklasse
5312: Selbstbedienungsrestaurants und Take-aways,60.17777089066826,2006,Total,Altersklasse
5312.01: Mahlzeiten in Selbstbedienungsrestaurants und Take-aways,41.825557321355845,2006,Total,Altersklasse
5312.02: Alkoholfreie Getränke in Selbstbedienungsrestaurants und Take-aways,13.272096468979171,2006,Total,Altersklasse
5312.03: Alkoholische Getränke in Selbstbedienungsrestaurants und Take-aways,5.080117100333278,2006,Total,Altersklasse
5313: Kantinen,40.359420567080775,2006,Total,Altersklasse
5313.01: Mahlzeiten in Kantinen,32.030563246240405,2006,Total,Altersklasse
5313.02: Alkoholfreie Getränke in Kantinen,7.768648817066471,2006,Total,Altersklasse
5313.03: Alkoholische Getränke in Kantinen,0.5602085037739086,2006,Total,Altersklasse
532: Beherbergungsstätten,60.12772016528101,2006,Total,Altersklasse
5320: Beherbergungsstätten,60.12772016528101,2006,Total,Altersklasse
"5320.01: Hotels, Pensionen und Privatzimmer",44.9920637508273,2006,Total,Altersklasse
"5320.02: Ferienwohnungen, Campingplätze und sonstige Übernachtungen",15.135656414453724,2006,Total,Altersklasse
56: Bekleidung und Schuhe,231.3285991965789,2006,Total,Altersklasse
561: Bekleidung,186.27693738702797,2006,Total,Altersklasse
5611: Kleiderstoffe,1.209775108652249,2006,Total,Altersklasse
5611.00: Kleiderstoffe,1.209775108652249,2006,Total,Altersklasse
5612: Herrenbekleidung,57.11464000626849,2006,Total,Altersklasse
"5612.01: Herrenmäntel, -jacken und -anzüge",17.32439552317476,2006,Total,Altersklasse
5612.02: Hosen für Herren,11.850545339774783,2006,Total,Altersklasse
5612.03: Hemden für Herren,6.701931266277988,2006,Total,Altersklasse
5612.04: Pullover und T-shirts für Herren,9.658484221036256,2006,Total,Altersklasse
5612.05: Unterwäsche und übrige Herrenbekleidung,5.902486789305714,2006,Total,Altersklasse
5612.06: Sport- und Arbeitskleider für Herren,5.676796866698983,2006,Total,Altersklasse
5613: Damenbekleidung,97.02105036745421,2006,Total,Altersklasse
"5613.01: Mäntel, Jacken und Anzüge für Damen",22.668020318228674,2006,Total,Altersklasse
5613.02: Röcke für Damen,8.224618215765576,2006,Total,Altersklasse
5613.03: Hosen für Damen,17.186780753446858,2006,Total,Altersklasse
5613.04: Blusen für Damen,6.679634143310238,2006,Total,Altersklasse
5613.05: Pullover und T-shirts für Damen,22.579579416072626,2006,Total,Altersklasse
5613.06: Unterwäsche und übrige Damenbekleidung,13.648653274994947,2006,Total,Altersklasse
5613.07: Sport- und Arbeitskleider für Damen,6.033764245635265,2006,Total,Altersklasse
5614: Kinderbekleidung (0 bis 13 Jahre),16.411699379914676,2006,Total,Altersklasse
"5614.01: Mäntel, Jacken und Anzüge für Kinder ab 3 Jahren",2.197129283123465,2006,Total,Altersklasse
5614.02: Hosen für Kinder ab 3 Jahren,2.8787743376348294,2006,Total,Altersklasse
"5614.03: Blusen, Pullover und T-Shirts für Kinder ab 3 Jahren",3.281395877293193,2006,Total,Altersklasse
5614.04: Unterwäsche und übrige Kleider für Kinder ab 3 Jahren,2.2549984322250585,2006,Total,Altersklasse
5614.05: Sportkleider für Kinder ab 3 Jahren,1.6834611618275634,2006,Total,Altersklasse
5614.06: Kleider für Kleinkinder bis 2 Jahre,4.115940287810574,2006,Total,Altersklasse
"5615: Bekleidungszubehör, Näh- und Strickwaren",9.569889666420286,2006,Total,Altersklasse
5615.01: Bekleidungszubehör,7.6191370630264155,2006,Total,Altersklasse
5615.02: Näh- und Strickwaren,1.950752603393875,2006,Total,Altersklasse
"5616: Reinigung, Reparaturen und Miete von Bekleidung",4.949882858318164,2006,Total,Altersklasse
"5616.00: Reinigung, Reparaturen und Miete von Bekleidung",4.949882858318164,2006,Total,Altersklasse
562: Schuhe,45.05166180955104,2006,Total,Altersklasse
5621: Herrenschuhe,13.810511963307771,2006,Total,Altersklasse
5621.00: Herrenschuhe,13.810511963307771,2006,Total,Altersklasse
5622: Damenschuhe,23.489332230668836,2006,Total,Altersklasse
5622.00: Damenschuhe,23.489332230668836,2006,Total,Altersklasse
5623: Kinder- und Bébéschuhe,6.294508434019871,2006,Total,Altersklasse
5623.00: Kinder- und Bébéschuhe,6.294508434019871,2006,Total,Altersklasse
5624: Reparaturen und Miete von Schuhen,1.4573091815545827,2006,Total,Altersklasse
"5624.00: Reparaturen und Miete von Schuhen, Zubehör für Schuhe",1.4573091815545827,2006,Total,Altersklasse
57: Wohnen und Energie,1428.4656490555144,2006,Total,Altersklasse
"571: Miete, Hypothekarzinsen, Nebenkosten und Energie des Hauptwohnsitzes",1331.7850576628591,2006,Total,Altersklasse
5711: Nettomiete oder Hypothekarzinsen des Hauptwohnsitzes,1040.2257850498156,2006,Total,Altersklasse
5711.00: Nettomiete oder Hypothekarzinsen des Hauptwohnsitzes,1040.2257850498156,2006,Total,Altersklasse
5712: Nebenkosten des Hauptwohnsitzes,174.2273699772534,2006,Total,Altersklasse
5712.01: Nebenkosten pauschal des Hauptwohnsitzes,134.6273559722293,2006,Total,Altersklasse
5712.02: Kehrichtabfuhrgebühren des Hauptwohnsitzes,8.465718819441506,2006,Total,Altersklasse
5712.03: Abwassergebühren des Hauptwohnsitzes,2.809098987062178,2006,Total,Altersklasse
5712.04: Wasserzins des Hauptwohnsitzes,3.7998340886313686,2006,Total,Altersklasse
5712.05: Laufende Unterhaltskosten des Hauptwohnsitzes,24.525362109889137,2006,Total,Altersklasse
5713: Energie des Hauptwohnsitzes,117.33190263579037,2006,Total,Altersklasse
5713.01: Elektrizität des Hauptwohnsitzes,67.63872231525701,2006,Total,Altersklasse
5713.02: Gas und andere Brennstoffe des Hauptwohnsitzes,26.67357604530202,2006,Total,Altersklasse
5713.03: Zentralheizung oder Fernwärme des Hauptwohnsitzes,23.01960427523134,2006,Total,Altersklasse
"572: Miete, Hypothekarzinsen, Nebenkosten und Energie der Nebenwohnsitze",32.60401240547638,2006,Total,Altersklasse
5721: Nettomiete und Hypothekarzinsen der Nebenwohnsitze,21.57641619615573,2006,Total,Altersklasse
5721.00: Nettomiete und Hypothekarzinsen der Nebenwohnsitze,21.57641619615573,2006,Total,Altersklasse
5722: Nebenkosten der Nebenwohnsitze,6.983115379680836,2006,Total,Altersklasse
5722.00: Nebenkosten der Nebenwohnsitze,6.983115379680836,2006,Total,Altersklasse
5723: Energie (Nebenwohnsitze),4.044480829639816,2006,Total,Altersklasse
5723.00: Energie der Nebenwohnsitze,4.044480829639816,2006,Total,Altersklasse
573: Reparaturen und Unterhalt der Wohnung,64.07657898717851,2006,Total,Altersklasse
5730: Reparaturen und Unterhalt der Wohnung,64.07657898717851,2006,Total,Altersklasse
5730.01: Baumaterial für selbst durchgeführte Reparaturen,8.46460312071226,2006,Total,Altersklasse
5730.02: Reparaturen durch Dritte,55.61197586646623,2006,Total,Altersklasse
58: Wohnungseinrichtung und laufende Haushaltsführung,277.09870734891865,2006,Total,Altersklasse
"581: Möbel, Dekoration und Bodenbeläge, inkl. Reparaturen",107.2648513694947,2006,Total,Altersklasse
"5810: Möbel, Dekoration und Bodenbeläge, inkl. Reparaturen",107.2648513694947,2006,Total,Altersklasse
5810.01: Möbel für Wohnzimmer oder Büro,40.91383267097812,2006,Total,Altersklasse
5810.02: Möbel für Schlafzimmer oder Kinderzimmer,22.921263358869624,2006,Total,Altersklasse
"5810.03: Möbel für Küche, Badzimmer, Garten und andere Räume",18.564662971588184,2006,Total,Altersklasse
5810.04: Einrichtungszubehör und Kunstwerke,19.876841742040863,2006,Total,Altersklasse
5810.05: Teppiche und andere Bodenbeläge,4.988250626017906,2006,Total,Altersklasse
582: Haushaltswäsche und Heimtextilien,26.17731037809983,2006,Total,Altersklasse
5820: Haushaltswäsche und Heimtextilien,26.17731037809983,2006,Total,Altersklasse
"5820.01: Matratzen, Duvets und Kissen",11.302520682153292,2006,Total,Altersklasse
"5820.02: Decken, Bettwäsche, andere Haushaltswäsche und -textilien",9.44043242512952,2006,Total,Altersklasse
"5820.03: Wandbehänge, Vorhänge, Möbelbezugsstoffe und Zubehör",5.434357270817013,2006,Total,Altersklasse
583: Haushalts- und Küchengeräte,59.17947153566034,2006,Total,Altersklasse
5831: Haushaltgeräte,39.036189195467635,2006,Total,Altersklasse
"5831.01: Kühlschränke, Geschirrspülmaschinen, Waschmaschinen und Wäschetrockner",14.567647220696612,2006,Total,Altersklasse
"5831.02: Kochherde, Grills, Heiz- und Raumpflegegeräte",11.780461992587211,2006,Total,Altersklasse
5831.03: Kleine elektrische Haushaltsgeräte,9.617006701983192,2006,Total,Altersklasse
5831.04: Reparaturen von Haushaltsgeräten,3.0710732802006167,2006,Total,Altersklasse
5832: Küchen- und Kochgeräte,20.143282340192712,2006,Total,Altersklasse
"5832.01: Glaswaren, Geschirr",5.862521896930124,2006,Total,Altersklasse
5832.02: Besteck,1.1534263786892724,2006,Total,Altersklasse
5832.03: Küchen- und Kochgeräte,8.297763255505146,2006,Total,Altersklasse
5832.04: Anderes Zubehör für die Haushaltsführung,4.829570809068166,2006,Total,Altersklasse
584: Werkzeuge für Haus und Garten,32.35598095397685,2006,Total,Altersklasse
5841: Werkzeuge und Zubehör ohne Motor für Haus und Garten,26.304112312044417,2006,Total,Altersklasse
5841.01: Kleinmaterial und Zubehör für den Unterhalt von Haus und Garten,21.166688052874395,2006,Total,Altersklasse
5841.02: Werkzeuge ohne Motor für Haus und Garten,5.137424259170026,2006,Total,Altersklasse
5842: Maschinen mit Motor für Haus und Garten,6.051868641932417,2006,Total,Altersklasse
5842.00: Maschinen mit Motor für Haus und Garten,6.051868641932417,2006,Total,Altersklasse
585: Laufende Haushaltsführung,52.121093111686875,2006,Total,Altersklasse
5851: Nicht dauerhafte Haushaltsartikel,32.16111518556738,2006,Total,Altersklasse
5851.01: Wasch- und Reinigungsmittel,18.416304348820145,2006,Total,Altersklasse
5851.02: Reinigungsmaterial,1.014150836986678,2006,Total,Altersklasse
"5851.03: Abfallsäcke ohne Gebühren, aus Plastik oder Papier",0.46522999951314953,2006,Total,Altersklasse
5851.04: Sonstige nicht dauerhafte Haushaltsartikel,12.265430000247424,2006,Total,Altersklasse
5852: Häusliche Dienste,19.95997792611951,2006,Total,Altersklasse
5852.00: Häusliche Dienste,19.95997792611951,2006,Total,Altersklasse
61: Gesundheitsausgaben,258.5861909533664,2006,Total,Altersklasse
"611: Pharmazeutische Produkte, Sanitätsmaterial und medizinische Geräte",64.98645241831748,2006,Total,Altersklasse
"6110: Pharmazeutische Produkte, Sanitätsmaterial und medizinische Geräte",64.98645241831748,2006,Total,Altersklasse
6110.01: Medikamente,31.79331523338173,2006,Total,Altersklasse
6110.02: Brillen und Kontaktlinsen,25.46515219287869,2006,Total,Altersklasse
"6110.03: Sanitätsmaterial, therapeutische Geräte und Material",7.727984992057052,2006,Total,Altersklasse
612: Arztleistungen und Dienstleistungen der Spitäler,193.59973853504894,2006,Total,Altersklasse
6120: Arztleistungen und Dienstleistungen der Spitäler,193.59973853504894,2006,Total,Altersklasse
6120.01: Arztleistungen,76.83826639863797,2006,Total,Altersklasse
6120.02: Zahnarztleistungen,66.19913952010901,2006,Total,Altersklasse
6120.03: Medizinische Labors und Röntgeninstitute,6.163052027698265,2006,Total,Altersklasse
6120.04: Dienstleistungen der Spitäler,18.518875327549,2006,Total,Altersklasse
6120.05: Andere ambulante medizinische Dienstleistungen,25.88040526105472,2006,Total,Altersklasse
62: Verkehr,728.1649074808105,2006,Total,Altersklasse
621: Kauf und Betrieb von Personenfahrzeugen,594.9515145152085,2006,Total,Altersklasse
6211: Autos,179.4175057808469,2006,Total,Altersklasse
6211.01: Neue Autos,106.76865624569234,2006,Total,Altersklasse
6211.02: Occasionsautos,72.64884953515455,2006,Total,Altersklasse
"6212: Motorräder, Motorroller und Mopeds",10.876659654246634,2006,Total,Altersklasse
"6212.00: Motorräder, Motorroller und Mopeds",10.876659654246634,2006,Total,Altersklasse
6213: Fahrräder,11.30204919192011,2006,Total,Altersklasse
6213.00: Fahrräder,11.30204919192011,2006,Total,Altersklasse
6214: Zubehör und Ersatzteile für Fahrzeuge,19.66330604437738,2006,Total,Altersklasse
6214.01: Zubehör und Ersatzteile für motorisierte Fahrzeuge,17.214030608126933,2006,Total,Altersklasse
6214.02: Zubehör und Ersatzteile für nicht-motorisierte Fahrzeuge,2.4492754362504376,2006,Total,Altersklasse
6215: Treibstoffe und Schmiermittel,163.34744204101403,2006,Total,Altersklasse
6215.01: Benzin,138.11992050908316,2006,Total,Altersklasse
6215.02: Diesel,24.01382622231014,2006,Total,Altersklasse
6215.03: Schmiermittel und andere Pflegemittel für Fahrzeuge,1.2136953096207197,2006,Total,Altersklasse
6216: Service und Reparaturen an Fahrzeugen,72.2006245250567,2006,Total,Altersklasse
6216.00: Service und Reparaturen an Fahrzeugen,72.2006245250567,2006,Total,Altersklasse
6217: Übrige Dienstleistungen im Bereich Personenfahrzeuge,138.14392727774643,2006,Total,Altersklasse
6217.01: Miete von Garagen und Einstellplätzen,26.142375157150507,2006,Total,Altersklasse
6217.02: Parkieren,9.641767161946454,2006,Total,Altersklasse
6217.03: Leasing von Fahrzeugen,73.04528396298288,2006,Total,Altersklasse
6217.04: Autobahnvignetten Schweiz,3.3344654861260032,2006,Total,Altersklasse
6217.05: Übrige Dienstleistungen (Fahrzeugmiete usw.),25.980035509540578,2006,Total,Altersklasse
622: Verkehrsdienstleistungen,133.2133929656028,2006,Total,Altersklasse
6221: Beförderung von Personen auf Schienen,30.159680671391182,2006,Total,Altersklasse
"6221.01: Zug, Billette oder Streckenabonnemente",27.31673990353886,2006,Total,Altersklasse
"6221.02: Tram, Billette oder Streckenabonnemente",2.8429407678523377,2006,Total,Altersklasse
6222: Beförderung von Personen auf Strassen,10.387438705980456,2006,Total,Altersklasse
"6222.01: Bus, Billette oder Streckenabonnemente",6.685382265593964,2006,Total,Altersklasse
6222.02: Taxifahrten,3.7020564403864857,2006,Total,Altersklasse
6223: Beförderung von Personen mit Flugzeugen,37.514236110322905,2006,Total,Altersklasse
"6223.00: Flugzeug, Billette",37.514236110322905,2006,Total,Altersklasse
6224: Beförderung von Personen auf Wasserwegen,2.9241644616314604,2006,Total,Altersklasse
"6224.00: Schiff, Billette oder Streckenabonnemente",2.9241644616314604,2006,Total,Altersklasse
6225: Kombinierte Transportmittel,48.72803326052929,2006,Total,Altersklasse
6225.01: Generalabonnemente und Tageskarten SBB,28.943383810517254,2006,Total,Altersklasse
6225.02: Halbtaxabonnemente SBB,6.374439503271507,2006,Total,Altersklasse
6225.03: Billette für regionalen oder städtischen Verkehrsverbund,3.4296998922673905,2006,Total,Altersklasse
6225.04: Abonnemente für regionalen oder städtischen Verkehrsverbund,9.980510054473088,2006,Total,Altersklasse
6226: Weitere Verkehrsdienstleistungen,3.4998397557475123,2006,Total,Altersklasse
6226.00: Andere Personen- oder Warentransporte ohne Skilifte,3.4998397557475123,2006,Total,Altersklasse
63: Nachrichtenübermittlung,173.3193754410997,2006,Total,Altersklasse
631: Posttaxen,6.110088309599877,2006,Total,Altersklasse
6310: Posttaxen,6.110088309599877,2006,Total,Altersklasse
6310.00: Posttaxen,6.110088309599877,2006,Total,Altersklasse
632: Apparate und Dienstleistungen für Telekommunikation,167.20928713149976,2006,Total,Altersklasse
6321: Kauf und Miete von Telefonapparaten und Faxgeräten,6.702764853175625,2006,Total,Altersklasse
6321.00: Kauf und Miete von Telefonapparaten und Faxgeräten,6.702764853175625,2006,Total,Altersklasse
6322: Festnetztelefonie [2],68.86390050091687,2006,Total,Altersklasse
6322.01: Festnetz: Abonnementsgebüren oder Pauschalgebühren [3],26.147926126987816,2006,Total,Altersklasse
6322.02: Festnetz: Gesprächsgebühren,35.13546350208911,2006,Total,Altersklasse
6322.03: Festnetz: Gebühren fürs Internet [4],2.2086293273815922,2006,Total,Altersklasse
6322.04: Festnetz: Pauschalbetrag für Abonnement und Gesprächsgebühren [3],5.371881544458392,2006,Total,Altersklasse
6323: Mobiltelefonie,63.35361058873742,2006,Total,Altersklasse
6323.01: Mobiltelefonie: Abonnementsgebüren oder Pauschalgebühren [3],17.022275934559797,2006,Total,Altersklasse
6323.02: Mobiltelefonie: Gesprächs- und Internetgebühren,39.53206650462005,2006,Total,Altersklasse
6323.03: Mobiltelefonie: Pauschalbetrag für Abonnement und Gesprächsgebühren [3],6.799268149557554,2006,Total,Altersklasse
6324: Dienstleistungen von Internetprovidern ohne Telefonabonnement [2],28.289011188669896,2006,Total,Altersklasse
6324.01: Internetprovider ohne Telefonabonnement: Dienstleistungen durch TV-Kabelnetz [2],5.815183456524153,2006,Total,Altersklasse
6324.02: Internetprovider ohne Telefonabonnement: Andere Dienstleistungen [2],22.47382773214575,2006,Total,Altersklasse
"66: Unterhaltung, Erholung und Kultur",639.5678213716221,2006,Total,Altersklasse
"661: Audiovisuelle-, Foto- und EDV-Ausrüstung und Zubehör",98.80209534511359,2006,Total,Altersklasse
"6611: Radios, Audio-, Fernseh- und Videogeräte",35.76304486275315,2006,Total,Altersklasse
"6611.00: Radios, Audio-, Fernseh- und Videogeräte",35.76304486275315,2006,Total,Altersklasse
"6612: Foto- und Filmausrüstungen, optische Instrumente",9.977113966965998,2006,Total,Altersklasse
"6612.00: Foto- und Filmausrüstungen, optische Instrumente",9.977113966965998,2006,Total,Altersklasse
"6613: Computer, Büromaschinen und andere Peripheriegeräte",38.65181981587074,2006,Total,Altersklasse
6613.01: Computer,24.84460687345265,2006,Total,Altersklasse
"6613.02: Drucker, elektronische Agenden und anderes Informatikzubehör",13.80721294241809,2006,Total,Altersklasse
"6614: Tonträger, Datenträger, Videokassetten und Filme",14.410116699523723,2006,Total,Altersklasse
"6614.01: Musiktonträger, unbespielt oder bespielt",5.982334582503051,2006,Total,Altersklasse
"6614.02: DVD und VHS, unbespielt oder bespielt",5.147675472902385,2006,Total,Altersklasse
"6614.03: Multimediadatenträger, unbespielt oder bespielt",3.2801066441182836,2006,Total,Altersklasse
662: Weitere Ausstattung und Artikel für Unterhaltungszwecke,123.45661150988838,2006,Total,Altersklasse
6621: Dauerhafte Güter für Freizeit und Sport,18.002791643524308,2006,Total,Altersklasse
6621.00: Dauerhafte Güter für Freizeit und Sport,18.002791643524308,2006,Total,Altersklasse
"6622: Spielzeug, Gesellschaftsspiele und Zeitvertreib",23.672081318899654,2006,Total,Altersklasse
6622.01: Spielzeuge,9.382029447009327,2006,Total,Altersklasse
6622.02: Gesellschaftsspiele,1.4897735421622837,2006,Total,Altersklasse
6622.03: Elektronische oder elektrische Spiele,5.189964990160256,2006,Total,Altersklasse
6622.04: Sammlungen und sonstige Waren für Unterhaltungszwecke,7.610313339567792,2006,Total,Altersklasse
6623: Sport- und Campingartikel sowie Zubehör,20.740066398212836,2006,Total,Altersklasse
6623.01: Wintersportartikel,9.27775455442145,2006,Total,Altersklasse
6623.02: Andere Sportartikel,9.563297128052316,2006,Total,Altersklasse
6623.03: Camping- und nichtsportliche Freizeitartikel,1.8990147157390656,2006,Total,Altersklasse
6624: Pflanzen und nicht dauerhafte Güter für die Gartenpflege,31.586725931590493,2006,Total,Altersklasse
6624.00: Pflanzen und nicht dauerhafte Güter für die Gartenpflege,31.586725931590493,2006,Total,Altersklasse
6625: Haustiere und Produkte für deren Haltung,29.454946217661156,2006,Total,Altersklasse
6625.01: Haustiere und Produkte für deren Haltung,18.37775503950863,2006,Total,Altersklasse
6625.02: Tierarztleistungen und übrige Dienstleistungen für Haustiere,11.077191178152525,2006,Total,Altersklasse
"663: Dienstleistungen für Sport, Erholung und Kultur",179.4283432239533,2006,Total,Altersklasse
6631: Dienstleistungen für Sport und Erholung,88.4807712098012,2006,Total,Altersklasse
6631.01: Eintritte für Sportveranstaltungen,3.376612447303225,2006,Total,Altersklasse
"6631.02: Dienstleistungen von Sport- und Freizeitanlagen, ohne Skilifte",27.948587160912226,2006,Total,Altersklasse
"6631.03: Billette und Abonnemente für Seilbahnen, inklusiv Skilifte",11.582500104015557,2006,Total,Altersklasse
6631.04: Miete von Sport- und Freizeitartikeln,3.706656031576063,2006,Total,Altersklasse
6631.05: Sport- und Bastelkurse,9.868488908597836,2006,Total,Altersklasse
6631.06: Musik- und Tanzkurse,11.077286238000912,2006,Total,Altersklasse
6631.07: Beiträge an Sportclubs oder -vereine,6.611647275790306,2006,Total,Altersklasse
6631.08: Beiträge an Freizeitvereine,1.5689965622786222,2006,Total,Altersklasse
6631.09: Andere Kurse im Freizeitbereich,12.739996481326461,2006,Total,Altersklasse
6632: Kulturelle Dienstleistungen,81.0923449563706,2006,Total,Altersklasse
6632.01: Theater und Konzerte,16.41054738745698,2006,Total,Altersklasse
6632.02: Kino,5.178266974159868,2006,Total,Altersklasse
"6632.03: Museen, Ausstellungen, Bibliotheken, zoologische Gärten u.ä.",4.7505109397091845,2006,Total,Altersklasse
6632.04: Radio- und Fernsehkonzession,33.61580254449358,2006,Total,Altersklasse
6632.05: Abonnemente für Privatfernsehen,3.035618572151942,2006,Total,Altersklasse
6632.06: Abonnemente für Kabelfernsehen [5],8.89507087854034,2006,Total,Altersklasse
6632.07: Miete von Geräten und von DVDs und CDs,0.9344568025745509,2006,Total,Altersklasse
6632.08: Beiträge an kulturelle Vereinigungen,1.8268821911493964,2006,Total,Altersklasse
6632.09: Sonstige Dienstleistungen im Unterhaltungs- und Kulturbereich,6.445188666134716,2006,Total,Altersklasse
6633: Spieleinsätze,9.855227057781384,2006,Total,Altersklasse
6633.00: Spieleinsätze (Lotto und andere Spiele),9.855227057781384,2006,Total,Altersklasse
"664: Bücher, Presseerzeugnisse und Papeteriewaren",69.91858906798802,2006,Total,Altersklasse
6641: Bücher und Broschüren,20.89006303567129,2006,Total,Altersklasse
6641.00: Bücher und Broschüren,20.89006303567129,2006,Total,Altersklasse
6642: Zeitungen und Zeitschriften,34.59978235010119,2006,Total,Altersklasse
"6642.01: Zeitungen und Zeitschriften, Einzelausgaben",7.381531220757308,2006,Total,Altersklasse
"6642.02: Zeitungen und Zeitschriften, Abonnemente",27.2182511293439,2006,Total,Altersklasse
6643: Übrige Druckerzeugnisse,14.428743682215542,2006,Total,Altersklasse
6643.01: Übrige Druckerzeugnisse,5.640980845604233,2006,Total,Altersklasse
6643.02: Schreib- und Zeichenmaterial,8.78776283661131,2006,Total,Altersklasse
665: Pauschalreisen,167.9621822246797,2006,Total,Altersklasse
6650: Pauschalreisen,167.9621822246797,2006,Total,Altersklasse
6650.00: Pauschalreisen,167.9621822246797,2006,Total,Altersklasse
67: Schul- und Ausbildungsgebühren,39.81181974542119,2006,Total,Altersklasse
670: Schul- und Ausbildungsgebühren,39.81181974542119,2006,Total,Altersklasse
6700: Schul- und Ausbildungsgebühren,39.81181974542119,2006,Total,Altersklasse
"6700.01: Kindergarten, Primarschule, Real- und Sekundarschule (bis 9. Schuljahr)",6.530909146370546,2006,Total,Altersklasse
"6700.02: Gymnasium, Berufsmatur, Berufs- und Wirtschaftsschulen, höhere Berufsbildung",9.43871768554758,2006,Total,Altersklasse
"6700.03: Fachhochschule, Universität, ETH",10.63474310272729,2006,Total,Altersklasse
6700.04: Fortbildungskurse,13.207449810775781,2006,Total,Altersklasse
68: Andere Waren und Dienstleistungen,235.21952444838527,2006,Total,Altersklasse
681: Körperpflege,115.99466547688323,2006,Total,Altersklasse
6811: Apparate und Artikel für die Körperpflege,65.4178039109539,2006,Total,Altersklasse
6811.01: Elektrische Apparate für die Körperpflege,3.2444001906541833,2006,Total,Altersklasse
6811.02: Nichtelektrische Apparate für die Körperpflege,4.238969551636732,2006,Total,Altersklasse
6811.03: Nichtdauerhafte Artikel aus Watte und Papier für Körperpflege,12.300297205640929,2006,Total,Altersklasse
6811.04: Körperseife und Badezusatz,4.296142136108802,2006,Total,Altersklasse
6811.05: Haarpflegemittel,6.845837149302929,2006,Total,Altersklasse
6811.06: Zahnpflegemittel,3.243985564599334,2006,Total,Altersklasse
6811.07: Sonstige Körperpflege- und Kosmetikprodukte,31.248172113010977,2006,Total,Altersklasse
6812: Coiffeur und Körperpflege,50.576861565929356,2006,Total,Altersklasse
6812.00: Coiffeur und Körperpflege,50.576861565929356,2006,Total,Altersklasse
682: Persönliche Ausstattung,39.89769566457857,2006,Total,Altersklasse
6820: Persönliche Ausstattung,39.89769566457857,2006,Total,Altersklasse
6820.01: Schmuck und Uhren,25.096533429618585,2006,Total,Altersklasse
"6820.02: Reise-, Leder- und Babyartikel",12.395571660295095,2006,Total,Altersklasse
6820.03: Übrige persönliche Ausstattung,2.4055905746648847,2006,Total,Altersklasse
"683: Soziale, finanzielle und andere Dienstleistungen",79.32716330692347,2006,Total,Altersklasse
6831: Soziale Dienstleistungen,19.27305650608987,2006,Total,Altersklasse
"6831.00: Krippen, Spielgruppen und andere soziale Dienstleistungen",19.27305650608987,2006,Total,Altersklasse
6832: Finanzielle Dienstleistungen,21.621982644529965,2006,Total,Altersklasse
6832.00: Finanzielle Dienstleistungen,21.621982644529965,2006,Total,Altersklasse
6833: Beiträge an Organisationen und Vereine,13.514056286853894,2006,Total,Altersklasse
"6833.01: Beiträge an politische Parteien, Vereinigungen oder Bewegungen",0.6983225468068084,2006,Total,Altersklasse
6833.02: Beiträge an Gewerkschaften oder Berufsverbände,4.062701532186713,2006,Total,Altersklasse
6833.03: Beiträge an religiöse Vereinigungen,4.858250884375735,2006,Total,Altersklasse
6833.04: Beiträge an Umweltschutzorganisationen,0.8627228934487629,2006,Total,Altersklasse
6833.05: Beiträge an andere Vereine,3.0320584300358724,2006,Total,Altersklasse
6834: Andere Dienstleistungen sowie Verluste aus Vermietung,24.918067869449736,2006,Total,Altersklasse
6834.00: Andere Diensteistungen sowie Verluste aus Vermietung,24.918067869449736,2006,Total,Altersklasse
30: Obligatorische Transferausgaben,2380.6340931588416,2006,Total,Altersklasse
31: Sozialversicherungsbeiträge,842.1029349786598,2006,Total,Altersklasse
310: Sozialversicherungsbeiträge,842.1029349786598,2006,Total,Altersklasse
3100: Sozialversicherungsbeiträge,842.1029349786598,2006,Total,Altersklasse
"3100.01: AHV, IV und EO: Beiträge",355.8440310492687,2006,Total,Altersklasse
3100.02: Arbeitslosenversicherungsbeiträge (ALV),57.43069545071581,2006,Total,Altersklasse
3100.03: Nichtberufsunfallversicherungsbeiträge (NBU),77.89667815786686,2006,Total,Altersklasse
3100.04: Pensionskassenbeiträge (BVG),345.230421056663,2006,Total,Altersklasse
3100.05: Andere Sozialversicherungsbeiträge,5.701109264145649,2006,Total,Altersklasse
32: Steuern,1049.3432328522897,2006,Total,Altersklasse
320: Steuern,1049.3432328522897,2006,Total,Altersklasse
3200: Steuern,1049.3432328522897,2006,Total,Altersklasse
3200.01: Quellensteuer,43.927319615985155,2006,Total,Altersklasse
3200.02: Direkte Bundessteuer,138.88285827830353,2006,Total,Altersklasse
3200.03: Kantonale Einkommens- und Vermögenssteuern,478.3122342869506,2006,Total,Altersklasse
"3200.04: Kommunale, Kirchen- und andere Einkommens- und Vermögenssteuern",388.2208206710506,2006,Total,Altersklasse
33: Krankenkassen: Prämien für die Grundversicherung,489.1879253278903,2006,Total,Altersklasse
