kategorie,betrag_chf,periode,haushaltstyp,datentyp
6322.03: Festnetz: Gebühren fürs Internet,2.06461260535393,2020,Einpersonenhaushalt,Haushaltstyp
6323: Mobiltelefonie,48.3472841707433,2020,Einpersonenhaushalt,Haushaltstyp
6323.01: Mobiltelefonie: Abonnementsgebüren oder Pauschalgebühren,43.676740781515,2020,Einpersonenhaushalt,Haushaltstyp
6323.02: Mobiltelefonie: Gesprächs- und Internetgebühren,4.67054338922834,2020,Einpersonenhaushalt,Haushaltstyp
6324: Dienstleistungen von Internetprovidern ohne Telefonabonnement,7.38244829038342,2020,Einpersonenhaushalt,Haushaltstyp
6324.01: Internetprovider ohne Telefonabonnement: Dienstleistungen durch TV-Kabelnetz,4.1960200703756,2020,Einpersonenhaushalt,Haushaltstyp
6324.02: Internetprovider ohne Telefonabonnement: Andere Dienstleistungen,3.18642822000782,2020,Einpersonenhaushalt,Haushaltstyp
"66: Unterhaltung, Erholung und Kultur",253.742349284402,2020,Einpersonenhaushalt,Haushaltstyp
"661: Audiovisuelle-, Foto- und EDV-Ausrüstung und Zubehör",37.2578222819693,2020,Einpersonenhaushalt,Haushaltstyp
"6611: Radios, Audio-, Fernseh- und Videogeräte",11.8888232542218,2020,Einpersonenhaushalt,Haushaltstyp
"6611.00: Radios, Audio-, Fernseh- und Videogeräte",11.8888232542218,2020,Einpersonenhaushalt,Haushaltstyp
"6613: Computer, Büromaschinen und andere Peripheriegeräte",19.8504912141144,2020,Einpersonenhaushalt,Haushaltstyp
6613.01: Computer,11.5317133671684,2020,Einpersonenhaushalt,Haushaltstyp
"6613.02: Drucker, elektronische Agenden und anderes Informatikzubehör",8.31877784694602,2020,Einpersonenhaushalt,Haushaltstyp
"6614: Tonträger, Datenträger, Videokassetten und Filme",2.21559064554705,2020,Einpersonenhaushalt,Haushaltstyp
662: Weitere Ausstattung und Artikel für Unterhaltungszwecke,65.8988342292084,2020,Einpersonenhaushalt,Haushaltstyp
"6622: Spielzeug, Gesellschaftsspiele und Zeitvertreib",8.35685387665459,2020,Einpersonenhaushalt,Haushaltstyp
6622.01: Spielzeuge,2.38211092468038,2020,Einpersonenhaushalt,Haushaltstyp
6622.04: Sammlungen und sonstige Waren für Unterhaltungszwecke,2.36800624072821,2020,Einpersonenhaushalt,Haushaltstyp
6623: Sport- und Campingartikel sowie Zubehör,15.9865709481999,2020,Einpersonenhaushalt,Haushaltstyp
6623.02: Andere Sportartikel,7.09875420136855,2020,Einpersonenhaushalt,Haushaltstyp
6624: Pflanzen und nicht dauerhafte Güter für die Gartenpflege,11.810769201917,2020,Einpersonenhaushalt,Haushaltstyp
6624.00: Pflanzen und nicht dauerhafte Güter für die Gartenpflege,11.810769201917,2020,Einpersonenhaushalt,Haushaltstyp
6625: Haustiere und Produkte für deren Haltung,23.0034970259947,2020,Einpersonenhaushalt,Haushaltstyp
6625.01: Haustiere und Produkte für deren Haltung,12.7366314557584,2020,Einpersonenhaushalt,Haushaltstyp
6625.02: Tierarztleistungen und übrige Dienstleistungen für Haustiere,10.2668655702362,2020,Einpersonenhaushalt,Haushaltstyp
"663: Dienstleistungen für Sport, Erholung und Kultur",92.6271410063725,2020,Einpersonenhaushalt,Haushaltstyp
6631: Dienstleistungen für Sport und Erholung,48.2149350132239,2020,Einpersonenhaushalt,Haushaltstyp
"6631.02: Dienstleistungen von Sport- und Freizeitanlagen, ohne Skilifte",19.6831276053695,2020,Einpersonenhaushalt,Haushaltstyp
"6631.03: Billette und Abonnemente für Seilbahnen, inklusiv Skilifte",6.76600979413424,2020,Einpersonenhaushalt,Haushaltstyp
6631.05: Sport- und Bastelkurse,6.33717584111678,2020,Einpersonenhaushalt,Haushaltstyp
6631.07: Beiträge an Sportclubs oder -vereine,4.09988178676453,2020,Einpersonenhaushalt,Haushaltstyp
6631.08: Beiträge an Freizeitvereine,0.955210079426892,2020,Einpersonenhaushalt,Haushaltstyp
6631.09: Andere Kurse im Freizeitbereich,5.12512625828961,2020,Einpersonenhaushalt,Haushaltstyp
6632: Kulturelle Dienstleistungen,39.5675929879224,2020,Einpersonenhaushalt,Haushaltstyp
6632.01: Theater und Konzerte,3.25159477156594,2020,Einpersonenhaushalt,Haushaltstyp
6632.02: Kino,0.9919035566377,2020,Einpersonenhaushalt,Haushaltstyp
"6632.03: Museen, Ausstellungen, Bibliotheken, zoologische Gärten u.ä.",2.01274192510045,2020,Einpersonenhaushalt,Haushaltstyp
6632.04: Radio- und Fernsehkonzession,27.4827496268239,2020,Einpersonenhaushalt,Haushaltstyp
6632.05: Abonnemente für Privatfernsehen,1.56807221553615,2020,Einpersonenhaushalt,Haushaltstyp
6632.07: Miete von Geräten und von DVDs und CDs,2.23809125805547,2020,Einpersonenhaushalt,Haushaltstyp
6632.08: Beiträge an kulturelle Vereinigungen,0.572700481953817,2020,Einpersonenhaushalt,Haushaltstyp
6633: Spieleinsätze,4.84461300522616,2020,Einpersonenhaushalt,Haushaltstyp
6633.00: Spieleinsätze (Lotto und andere Spiele),4.84461300522616,2020,Einpersonenhaushalt,Haushaltstyp
"664: Bücher, Presseerzeugnisse und Papeteriewaren",22.6584613547949,2020,Einpersonenhaushalt,Haushaltstyp
6641: Bücher und Broschüren,8.28351752378996,2020,Einpersonenhaushalt,Haushaltstyp
6641.00: Bücher und Broschüren,8.28351752378996,2020,Einpersonenhaushalt,Haushaltstyp
6642: Zeitungen und Zeitschriften,9.28068526304816,2020,Einpersonenhaushalt,Haushaltstyp
"6642.01: Zeitungen und Zeitschriften, Einzelausgaben",1.92483969619781,2020,Einpersonenhaushalt,Haushaltstyp
"6642.02: Zeitungen und Zeitschriften, Abonnemente",7.35584556685036,2020,Einpersonenhaushalt,Haushaltstyp
6643: Übrige Druckerzeugnisse,5.09425856795682,2020,Einpersonenhaushalt,Haushaltstyp
6643.01: Übrige Druckerzeugnisse,2.00748891679793,2020,Einpersonenhaushalt,Haushaltstyp
6643.02: Schreib- und Zeichenmaterial,3.08676965115889,2020,Einpersonenhaushalt,Haushaltstyp
665: Pauschalreisen,35.3000904120569,2020,Einpersonenhaushalt,Haushaltstyp
6650: Pauschalreisen,35.3000904120569,2020,Einpersonenhaushalt,Haushaltstyp
6650.00: Pauschalreisen,35.3000904120569,2020,Einpersonenhaushalt,Haushaltstyp
67: Schul- und Ausbildungsgebühren,28.2045288046254,2020,Einpersonenhaushalt,Haushaltstyp
670: Schul- und Ausbildungsgebühren,28.2045288046254,2020,Einpersonenhaushalt,Haushaltstyp
6700: Schul- und Ausbildungsgebühren,28.2045288046254,2020,Einpersonenhaushalt,Haushaltstyp
"6700.03: Fachhochschule, Universität, ETH",16.6463783996477,2020,Einpersonenhaushalt,Haushaltstyp
68: Andere Waren und Dienstleistungen,121.879825553224,2020,Einpersonenhaushalt,Haushaltstyp
681: Körperpflege,65.9451310039798,2020,Einpersonenhaushalt,Haushaltstyp
6811: Apparate und Artikel für die Körperpflege,35.4881509682827,2020,Einpersonenhaushalt,Haushaltstyp
6811.02: Nichtelektrische Apparate für die Körperpflege,2.64475888498995,2020,Einpersonenhaushalt,Haushaltstyp
6811.03: Nichtdauerhafte Artikel aus Watte und Papier für Körperpflege,4.22998503364568,2020,Einpersonenhaushalt,Haushaltstyp
6811.04: Körperseife und Badezusatz,2.57843044321003,2020,Einpersonenhaushalt,Haushaltstyp
6811.05: Haarpflegemittel,3.64874437723193,2020,Einpersonenhaushalt,Haushaltstyp
6811.06: Zahnpflegemittel,2.02084984909444,2020,Einpersonenhaushalt,Haushaltstyp
6811.07: Sonstige Körperpflege- und Kosmetikprodukte,18.0522496435463,2020,Einpersonenhaushalt,Haushaltstyp
6812: Coiffeur und Körperpflege,30.4569800356971,2020,Einpersonenhaushalt,Haushaltstyp
6812.00: Coiffeur und Körperpflege,30.4569800356971,2020,Einpersonenhaushalt,Haushaltstyp
682: Persönliche Ausstattung,21.1233151377032,2020,Einpersonenhaushalt,Haushaltstyp
6820: Persönliche Ausstattung,21.1233151377032,2020,Einpersonenhaushalt,Haushaltstyp
6820.01: Schmuck und Uhren,13.2684316976885,2020,Einpersonenhaushalt,Haushaltstyp
"6820.02: Reise-, Leder- und Babyartikel",4.79427618916704,2020,Einpersonenhaushalt,Haushaltstyp
6820.03: Übrige persönliche Ausstattung,3.06060725084768,2020,Einpersonenhaushalt,Haushaltstyp
"683: Soziale, finanzielle und andere Dienstleistungen",34.8113794115409,2020,Einpersonenhaushalt,Haushaltstyp
6832: Finanzielle Dienstleistungen,20.7406795450465,2020,Einpersonenhaushalt,Haushaltstyp
6832.00: Finanzielle Dienstleistungen,20.7406795450465,2020,Einpersonenhaushalt,Haushaltstyp
6833: Beiträge an Organisationen und Vereine,7.76600263113164,2020,Einpersonenhaushalt,Haushaltstyp
6833.02: Beiträge an Gewerkschaften oder Berufsverbände,3.64734425397788,2020,Einpersonenhaushalt,Haushaltstyp
6833.04: Beiträge an Umweltschutzorganisationen,0.61393641347471,2020,Einpersonenhaushalt,Haushaltstyp
6833.05: Beiträge an andere Vereine,2.51752147881545,2020,Einpersonenhaushalt,Haushaltstyp
6834: Andere Dienstleistungen sowie Verluste aus Vermietung,5.24242835011137,2020,Einpersonenhaushalt,Haushaltstyp
6834.00: Andere Diensteistungen sowie Verluste aus Vermietung,5.24242835011137,2020,Einpersonenhaushalt,Haushaltstyp
30: Obligatorische Transferausgaben,1978.02993947144,2020,Einpersonenhaushalt,Haushaltstyp
31: Sozialversicherungsbeiträge,816.201084023118,2020,Einpersonenhaushalt,Haushaltstyp
310: Sozialversicherungsbeiträge,816.201084023118,2020,Einpersonenhaushalt,Haushaltstyp
3100: Sozialversicherungsbeiträge,816.201084023118,2020,Einpersonenhaushalt,Haushaltstyp
"3100.01: AHV, IV und EO: Beiträge",324.871049997823,2020,Einpersonenhaushalt,Haushaltstyp
3100.02: Arbeitslosenversicherungsbeiträge (ALV),59.2650158393896,2020,Einpersonenhaushalt,Haushaltstyp
3100.03: Nichtberufsunfallversicherungsbeiträge (NBU),58.2454209349727,2020,Einpersonenhaushalt,Haushaltstyp
3100.04: Pensionskassenbeiträge (BVG),372.586673115863,2020,Einpersonenhaushalt,Haushaltstyp
3100.05: Andere Sozialversicherungsbeiträge,1.23292413507014,2020,Einpersonenhaushalt,Haushaltstyp
32: Steuern,797.411620788073,2020,Einpersonenhaushalt,Haushaltstyp
320: Steuern,797.411620788073,2020,Einpersonenhaushalt,Haushaltstyp
3200: Steuern,797.411620788073,2020,Einpersonenhaushalt,Haushaltstyp
3200.01: Quellensteuer,82.7170813975061,2020,Einpersonenhaushalt,Haushaltstyp
3200.02: Direkte Bundessteuer,103.262119856626,2020,Einpersonenhaushalt,Haushaltstyp
3200.03: Kantonale Einkommens- und Vermögenssteuern,266.503648727852,2020,Einpersonenhaushalt,Haushaltstyp
"3200.04: Kommunale, Kirchen- und andere Einkommens- und Vermögenssteuern",215.57809097108,2020,Einpersonenhaushalt,Haushaltstyp
3200.05: Nicht aufteilbare Einkommens- und Vermögenssteuern (Kanton und Gemeinde),129.350679835009,2020,Einpersonenhaushalt,Haushaltstyp
33: Krankenkassen: Prämien für die Grundversicherung,364.417234660245,2020,Einpersonenhaushalt,Haushaltstyp
330: Krankenkassen: Prämien für die Grundversicherung,364.417234660245,2020,Einpersonenhaushalt,Haushaltstyp
3300: Krankenkassen: Prämien für die Grundversicherung,364.417234660245,2020,Einpersonenhaushalt,Haushaltstyp
3300.01: Krankenkassen: Prämien für die Grundversicherung,358.640126613453,2020,Einpersonenhaushalt,Haushaltstyp
3300.02: Krankenkassen: Prämien für die Unfallversicherung (ohne Berufsunfälle),5.77710804679202,2020,Einpersonenhaushalt,Haushaltstyp
35: Monetäre Transferausgaben an andere Haushalte,209.100824808974,2020,Einpersonenhaushalt,Haushaltstyp
36: Monetäre Transferausgaben an andere Haushalte,209.100824808974,2020,Einpersonenhaushalt,Haushaltstyp
360: Monetäre Transferausgaben an andere Haushalte,209.100824808974,2020,Einpersonenhaushalt,Haushaltstyp
3600: Bezahlte Alimente und Unterstützungsbeiträge,209.100824808974,2020,Einpersonenhaushalt,Haushaltstyp
3600.01: Bezahlte Alimente,128.514722336606,2020,Einpersonenhaushalt,Haushaltstyp
3600.02: Unterstützungsbeiträge an andere private Haushalte,72.2734853776873,2020,Einpersonenhaushalt,Haushaltstyp
"40: Übrige Versicherungen, Gebühren und Übertragungen",352.805918720137,2020,Einpersonenhaushalt,Haushaltstyp
41: Krankenkasse: Prämien für Zusatzversicherungen,71.0642548608624,2020,Einpersonenhaushalt,Haushaltstyp
410: Krankenkasse: Prämien für Zusatzversicherungen,71.0642548608624,2020,Einpersonenhaushalt,Haushaltstyp
4100: Krankenkasse: Prämien für Zusatzversicherungen,71.0642548608624,2020,Einpersonenhaushalt,Haushaltstyp
4100.01: Prämien für die Spitalzusatzversicherung,34.3265684712319,2020,Einpersonenhaushalt,Haushaltstyp
4100.02: Prämien für weitere Zusatzversicherungen,36.7376863896305,2020,Einpersonenhaushalt,Haushaltstyp
42: Übrige Versicherungsprämien,102.869907768652,2020,Einpersonenhaushalt,Haushaltstyp
420: Übrige Versicherungsprämien,102.869907768652,2020,Einpersonenhaushalt,Haushaltstyp
"4201: Prämien für die Haushalts-, Haftpflicht-, Brand- und andere Gebäudeversicherungen",27.9326574853304,2020,Einpersonenhaushalt,Haushaltstyp
4201.01: Prämien für die Hausratsversicherung (Haushaltsversicherung),10.2075745865744,2020,Einpersonenhaushalt,Haushaltstyp
4201.02: Prämien für die private Haftpflichtversicherung,4.38818304829354,2020,Einpersonenhaushalt,Haushaltstyp
4201.03: Hausrats- und Haftpflichtversicherung: kombinierte Prämie,13.3368998504625,2020,Einpersonenhaushalt,Haushaltstyp
4202: Prämien für die Fahrzeugversicherung,62.3083386266294,2020,Einpersonenhaushalt,Haushaltstyp
4202.01: Versicherungsprämien für motorisierte Fahrzeuge,62.2961329720376,2020,Einpersonenhaushalt,Haushaltstyp
4203: Prämien für andere Privatversicherungen,12.6289116566925,2020,Einpersonenhaushalt,Haushaltstyp
4203.01: Prämien für die Rechtsschutzversicherung,5.79460749676453,2020,Einpersonenhaushalt,Haushaltstyp
"4203.02: Organisationen mit Versicherungsanteil (Rega, ETI-Schutzbrief usw.): Beiträge",3.80708828972631,2020,Einpersonenhaushalt,Haushaltstyp
4203.03: Prämien für die Reiseversicherung,1.63084598421326,2020,Einpersonenhaushalt,Haushaltstyp
4203.04: Prämien für andere Privatversicherungen,1.39636988598836,2020,Einpersonenhaushalt,Haushaltstyp
43: Gebühren,35.6953954981986,2020,Einpersonenhaushalt,Haushaltstyp
430: Gebühren,35.6953954981986,2020,Einpersonenhaushalt,Haushaltstyp
4300: Gebühren,35.6953954981986,2020,Einpersonenhaushalt,Haushaltstyp
4300.02: Fahrzeugsteuer,21.9081817442894,2020,Einpersonenhaushalt,Haushaltstyp
4300.05: Gebühren für Dienstleistungen des Staates,3.42802110596747,2020,Einpersonenhaushalt,Haushaltstyp
4300.06: Andere Gebühren,7.232956180053,2020,Einpersonenhaushalt,Haushaltstyp
"44: Spenden, gemachte Geschenke und Einladungen",143.176360592424,2020,Einpersonenhaushalt,Haushaltstyp
441: Spenden,13.7029203167049,2020,Einpersonenhaushalt,Haushaltstyp
4410: Spenden,13.7029203167049,2020,Einpersonenhaushalt,Haushaltstyp
4410.00: Bargeldspenden an private Organisationen ohne Erwerbscharakter,13.7029203167049,2020,Einpersonenhaushalt,Haushaltstyp
442: Gemachte Geschenke und Einladungen,129.473440275719,2020,Einpersonenhaushalt,Haushaltstyp
4421: Verschenkte Nahrungsmittel und alkoholfreie Getränke,5.9114051866412,2020,Einpersonenhaushalt,Haushaltstyp
4421.02: Andere verschenkte Nahrungsmittel und alkoholfreie Getränke,4.56474105369687,2020,Einpersonenhaushalt,Haushaltstyp
4422: Verschenkte alkoholische Getränke und Tabakwaren,2.10542479305614,2020,Einpersonenhaushalt,Haushaltstyp
4422.00: Verschenkte alkoholische Getränke und Tabakwaren,2.10542479305614,2020,Einpersonenhaushalt,Haushaltstyp
4423: Gemachte Einladungen in Gaststätten,75.2201857833375,2020,Einpersonenhaushalt,Haushaltstyp
"4423.01: Gemachte Einladungen zu Mahlzeiten in Restaurants, Cafés und Bars",36.2232561528046,2020,Einpersonenhaushalt,Haushaltstyp
"4423.02: Gemachte Einladungen zu alkoholfreien Getränken in Restaurants, Cafés und Bars",6.28468131769326,2020,Einpersonenhaushalt,Haushaltstyp
"4423.03: Gemachte Einladungen zu alkoholischen Getränken in Restaurants, Cafés und Bars",14.5592157763833,2020,Einpersonenhaushalt,Haushaltstyp
4423.04: Gemachte Einladungen zu Mahlzeiten in Selbstbedienungsrestaurants,7.29035401238824,2020,Einpersonenhaushalt,Haushaltstyp
4423.05: Gemachte Einladungen zu alkoholfreien Getränken in Selbstbedienungsrestaurants,1.383932882052,2020,Einpersonenhaushalt,Haushaltstyp
4423.06: Gemachte Einladungen zu alkoholischen Getränken in Selbstbedienungsrestaurants,1.6026019811504,2020,Einpersonenhaushalt,Haushaltstyp
4423.07: Gemachte Einladungen zu Mahlzeiten in Kantinen,5.56303356963391,2020,Einpersonenhaushalt,Haushaltstyp
4423.08: Gemachte Einladungen zu Getränken in Kantinen,2.31311009123187,2020,Einpersonenhaushalt,Haushaltstyp
4424: Verschenkte Bekleidung und Schuhe,4.97399987717164,2020,Einpersonenhaushalt,Haushaltstyp
"4424.02: Andere verschenkte Bekleidung (Herren, Damen) und Schuhe",3.92905751730283,2020,Einpersonenhaushalt,Haushaltstyp
4425: Gemachte Geschenke: Wohnungseinrichtung und laufende Haushaltsführung,3.36251536754804,2020,Einpersonenhaushalt,Haushaltstyp
4425.00: Gemachte Geschenke: Wohnungseinrichtung und laufende Haushaltsführung,3.36251536754804,2020,Einpersonenhaushalt,Haushaltstyp
4426: Gemachte Geschenke: Verkehr,4.67020694276306,2020,Einpersonenhaushalt,Haushaltstyp
4426.00: Gemachte Geschenke: Verkehr,4.67020694276306,2020,Einpersonenhaushalt,Haushaltstyp
"4427: Gemachte Geschenke: Unterhaltung, Erholung und Kultur",13.3134347723637,2020,Einpersonenhaushalt,Haushaltstyp
4427.01: Verschenkte Spielzeuge und Gesellschaftsspiele,3.12079141895457,2020,Einpersonenhaushalt,Haushaltstyp
4427.02: Verschenkte Pflanzen und nicht dauerhafte Güter für die Gartenpflege,1.64165203476452,2020,Einpersonenhaushalt,Haushaltstyp
"4427.06: Andere gemachte Geschenke: Unterhaltung, Erholung und Kultur",7.07296581548759,2020,Einpersonenhaushalt,Haushaltstyp
4428: Gemachte Geschenke: andere Waren und Dienstleistungen,19.9162675528376,2020,Einpersonenhaushalt,Haushaltstyp
4428.01: Gemachte Geschenke: Körperpflege,1.52339920502287,2020,Einpersonenhaushalt,Haushaltstyp
4428.03: Andere verschenkte Waren und Dienstleistungen,16.2800058052586,2020,Einpersonenhaushalt,Haushaltstyp
80: Prämien für die Lebensversicherung,225.023642998557,2020,Einpersonenhaushalt,Haushaltstyp
81: Prämien für die Lebensversicherung,225.023642998557,2020,Einpersonenhaushalt,Haushaltstyp
810: Prämien für die Lebensversicherung,225.023642998557,2020,Einpersonenhaushalt,Haushaltstyp
8100: Prämien für die Lebensversicherung,225.023642998557,2020,Einpersonenhaushalt,Haushaltstyp
8100.01: Prämien für die Säule 3A (gebundene Lebensversicherung),207.497387004073,2020,Einpersonenhaushalt,Haushaltstyp
8100.02: Prämien für die Säule 3B (nicht gebundene Lebensversicherung),17.5262559944841,2020,Einpersonenhaushalt,Haushaltstyp
50: Konsumausgaben,3488.13551960245,2018,Einpersonenhaushalt,Haushaltstyp
51: Nahrungsmittel und alkoholfreie Getränke,336.823925187437,2018,Einpersonenhaushalt,Haushaltstyp
511: Nahrungsmittel,303.07427613946,2018,Einpersonenhaushalt,Haushaltstyp
5111: Brot und Getreideprodukte,51.5487580215726,2018,Einpersonenhaushalt,Haushaltstyp
5111.01: Reis,1.53455783210032,2018,Einpersonenhaushalt,Haushaltstyp
5111.02: Teigwaren,4.27911066784559,2018,Einpersonenhaushalt,Haushaltstyp
5111.03: Brot,12.5448243406523,2018,Einpersonenhaushalt,Haushaltstyp
"5111.04: Gebäck, süsses und salziges",22.6899746363856,2018,Einpersonenhaushalt,Haushaltstyp
5111.05: Sandwich,3.64146390826714,2018,Einpersonenhaushalt,Haushaltstyp
5111.06: Weizenmehl,0.408060707123652,2018,Einpersonenhaushalt,Haushaltstyp
"5111.07: Übrige Mehle, Stärken, Griesse, Flocken und Getreidekörner",0.925292729262699,2018,Einpersonenhaushalt,Haushaltstyp
5111.08: Andere Produkte auf Getreidebasis,5.52547319993527,2018,Einpersonenhaushalt,Haushaltstyp
5112: Fleisch,57.7587668450618,2018,Einpersonenhaushalt,Haushaltstyp
5112.01: Rindfleisch,9.22551606392084,2018,Einpersonenhaushalt,Haushaltstyp
5112.02: Kalbfleisch,1.75492667470635,2018,Einpersonenhaushalt,Haushaltstyp
"5112.03: Schweinefleisch, frisch oder tiefgekühlt",6.35040601452504,2018,Einpersonenhaushalt,Haushaltstyp
5112.05: Schaf- und Ziegenfleisch,1.4573077973778,2018,Einpersonenhaushalt,Haushaltstyp
"5112.06: Geflügel, frisch oder tiefgekühlt",10.9244858974628,2018,Einpersonenhaushalt,Haushaltstyp
"5112.08: Andere geniessbare Fleischwaren inkl. Innereien, frisch und tiefgekühlt",3.13848065716419,2018,Einpersonenhaushalt,Haushaltstyp
"5112.09: Würste, Wurstwaren und Pasteten",11.7450826077995,2018,Einpersonenhaushalt,Haushaltstyp
"5112.10: Schinken, Speck und übriges gesalzenes oder geräuchertes Schweinefleisch",7.66809964523006,2018,Einpersonenhaushalt,Haushaltstyp
"5112.11: Geflügel, grilliert oder geräuchert",0.912233392918825,2018,Einpersonenhaushalt,Haushaltstyp
"5112.12: Übriges gekochtes, getrocknetes, gesalzenes oder geräuchertes Fleisch",3.29885635930579,2018,Einpersonenhaushalt,Haushaltstyp
5113: Fisch,12.1429211973862,2018,Einpersonenhaushalt,Haushaltstyp
"5113.01: Fisch, frisch oder tiefgekühlt",5.95139798346297,2018,Einpersonenhaushalt,Haushaltstyp
"5113.02: Meeresfrüchte, frisch oder tiefgekühlt",1.35107151155998,2018,Einpersonenhaushalt,Haushaltstyp
"5113.03: Fische und Meeresfrüchte, getrocknet, gesalzen oder geräuchert",2.08922071776674,2018,Einpersonenhaushalt,Haushaltstyp
"5113.04: Fische und Meeresfrüchte, zubereitet und tiefgekühlt",0.914317042370052,2018,Einpersonenhaushalt,Haushaltstyp
5113.05: Fisch- und andere Konserven auf Basis von Fisch oder Meeresfrüchten,1.83691394222642,2018,Einpersonenhaushalt,Haushaltstyp
"5114: Milch, Käse und Eier",50.604518646291,2018,Einpersonenhaushalt,Haushaltstyp
5114.01: Vollmilch,3.5956367233512,2018,Einpersonenhaushalt,Haushaltstyp
5114.02: Milchdrink und Magermilch,2.21474609686724,2018,Einpersonenhaushalt,Haushaltstyp
5114.03: Hart- und Halbhartkäse,14.7896555191619,2018,Einpersonenhaushalt,Haushaltstyp
"5114.04: Weich-, Frisch- und Schmelzkäse",8.94692548287172,2018,Einpersonenhaushalt,Haushaltstyp
5114.05: Rahm,2.74651351902255,2018,Einpersonenhaushalt,Haushaltstyp
5114.06: Quark,0.984751550169521,2018,Einpersonenhaushalt,Haushaltstyp
5114.07: Joghurt,6.51417988565372,2018,Einpersonenhaushalt,Haushaltstyp
5114.08: Andere Milchprodukte und Milch-Ersatzgetränke,4.62000614492815,2018,Einpersonenhaushalt,Haushaltstyp
5114.09: Frische Eier,5.55455397409523,2018,Einpersonenhaushalt,Haushaltstyp
5114.10: Verarbeitete Eier,0.637549750169758,2018,Einpersonenhaushalt,Haushaltstyp
5115: Speisefette und -öle,6.45739239862749,2018,Einpersonenhaushalt,Haushaltstyp
5115.01: Butter,3.1620681489783,2018,Einpersonenhaushalt,Haushaltstyp
5115.02: Margarine,0.269086757707486,2018,Einpersonenhaushalt,Haushaltstyp
5115.04: Olivenöl,1.83308854159753,2018,Einpersonenhaushalt,Haushaltstyp
5115.05: Andere pflanzliche Speiseöle und tierische Speisefette,1.04590198548551,2018,Einpersonenhaushalt,Haushaltstyp
5116: Früchte,34.7470822764519,2018,Einpersonenhaushalt,Haushaltstyp
5116.01: Zitronen,1.2285487806619,2018,Einpersonenhaushalt,Haushaltstyp
5116.02: Orangen und übrige Zitrusfrüchte,3.19450683728753,2018,Einpersonenhaushalt,Haushaltstyp
5116.03: Bananen,2.66717622355238,2018,Einpersonenhaushalt,Haushaltstyp
5116.04: Äpfel,3.48388391893442,2018,Einpersonenhaushalt,Haushaltstyp
5116.05: Birnen und Quitten,0.847645547052295,2018,Einpersonenhaushalt,Haushaltstyp
5116.06: Steinobst,4.89339093768476,2018,Einpersonenhaushalt,Haushaltstyp
5116.07: Beeren,4.50819293376082,2018,Einpersonenhaushalt,Haushaltstyp
5116.08: Trauben,1.29311485506262,2018,Einpersonenhaushalt,Haushaltstyp
5116.09: Melonen und Wassermelonen,1.15244621697435,2018,Einpersonenhaushalt,Haushaltstyp
5116.10: Übrige exotische Früchte,3.65714870476382,2018,Einpersonenhaushalt,Haushaltstyp
"5116.11: Nüsse, andere Schalenfrüchte und ölhaltige Früchte",5.27271744534662,2018,Einpersonenhaushalt,Haushaltstyp
5116.12: Anderes Dörrobst,1.35518878181015,2018,Einpersonenhaushalt,Haushaltstyp
5116.13: Fruchtkonserven,1.19312109356022,2018,Einpersonenhaushalt,Haushaltstyp
5117: Gemüse,42.2019008984073,2018,Einpersonenhaushalt,Haushaltstyp
5117.01: Grüne Salate und anderes Blattgemüse,7.5093099653664,2018,Einpersonenhaushalt,Haushaltstyp
"5117.02: Stengelgemüse (Lauch, Fenchel, Sojabohnensprossen, usw.)",1.56422154237965,2018,Einpersonenhaushalt,Haushaltstyp
5117.03: Küchenkräuter,1.31495482149856,2018,Einpersonenhaushalt,Haushaltstyp
5117.04: Kohlgemüse,1.87327332523819,2018,Einpersonenhaushalt,Haushaltstyp
5117.05: Tomaten,5.17309504225359,2018,Einpersonenhaushalt,Haushaltstyp
5117.06: Bohnen und Erbsen,1.04070139415199,2018,Einpersonenhaushalt,Haushaltstyp
"5117.07: Anderes Fruchtgemüse (Kürbis, Peperoni, usw.)",5.09262391256995,2018,Einpersonenhaushalt,Haushaltstyp
5117.08: Zwiebeln,1.19361190422479,2018,Einpersonenhaushalt,Haushaltstyp
5117.09: Knoblauch,0.34679816370864,2018,Einpersonenhaushalt,Haushaltstyp
5117.10: Rüben und anderes Wurzelgemüse,5.20757084119299,2018,Einpersonenhaushalt,Haushaltstyp
5117.11: Frische Pilze,1.05076163498819,2018,Einpersonenhaushalt,Haushaltstyp
"5117.12: Pilze und Gemüse, getrocknet oder gedörrt",0.719539128114457,2018,Einpersonenhaushalt,Haushaltstyp
5117.13: Gemüse und Pilze in Konserven oder anders verarbeitet,3.66399251313419,2018,Einpersonenhaushalt,Haushaltstyp
5117.14: Kartoffeln,2.32686712931974,2018,Einpersonenhaushalt,Haushaltstyp
5117.15: Kartoffelhaltige Produkte und anderes Knollengemüse,4.12457958026595,2018,Einpersonenhaushalt,Haushaltstyp
"5118: Zucker, Konfitüren, Honig, Schokolade und Süsswaren",20.582178777684,2018,Einpersonenhaushalt,Haushaltstyp
5118.01: Zucker,0.855454437542056,2018,Einpersonenhaushalt,Haushaltstyp
"5118.02: Konfitüren, Marmeladen, Kompott",2.04498200359756,2018,Einpersonenhaushalt,Haushaltstyp
5118.03: Honig,1.21454620447109,2018,Einpersonenhaushalt,Haushaltstyp
5118.04: Schokolade,10.3066783419898,2018,Einpersonenhaushalt,Haushaltstyp
5118.05: Süsswaren,2.75920630545873,2018,Einpersonenhaushalt,Haushaltstyp
